sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_282104,白如海,李苦禅,（ 画家 ） : 白如海 ， 笔名 晓峰 ， 师从 李苦禅 大师 门生 申西岚 先生 。,画家   人物一  笔名 晓峰  师从 人物二 大师 门生 申西岚 先生,-1
TRAIN_SENT_ID_263373,武修文,武敦儒,杨过 ： 仅限于 与 对付 李莫愁 时 江湖 五绝 亲友 : 徒孙 ： 傻姑 （ 亲传 ） 武敦儒 、 武修文 、 陆冠英 、 郭 芙 、 郭襄 、 郭破虏 、 东邪 药师 派 门人,杨过  仅限于 对付 李莫愁 时 江湖 五绝 亲友  徒孙  傻姑  亲传  人物二  人物一  陆冠英  郭 芙  郭襄  郭破虏  东邪 药师 派 门人,-1
TRAIN_SENT_ID_277583,上官兰心,上官梅儿,几日 后 姚芊芊 终 被选为 正妃 ， 内心 十分 痛苦 挣扎 ， 上官兰心 、 上官梅儿 、 金碧瑶 当上 侧妃 ， 大家 各怀 想法 。,几日 姚芊芊 终 被选为 正妃  内心 十分 痛苦 挣扎  人物一  人物二  金碧瑶 当上 侧妃  各怀 想法,-1
TRAIN_SENT_ID_286453,李廷先,吴宓,在 西南联大 时 ， 李廷先 曾 得到 吴宓 的 悉心 指点,西南联大 时  人物一 得到 人物二 悉心 指点,-1
TRAIN_SENT_ID_284308,郑好,王志涛,王志涛 - - 郑好 、 张俊 台 、 刘江 舸,人物二   人物一  张俊 台  刘江 舸,-1
TRAIN_SENT_ID_264246,陈真,霍元甲,民国时期 ， 陈真 为师 霍元甲 报仇 ， 被 日本 人 抓 去 做 冰冻 实验 。,民国时期  人物一 为师 人物二 报仇  日本 抓 做 冰冻 实验,-1
TRAIN_SENT_ID_260947,杨露禅,陈长兴,昔日 杨露禅 从 陈长兴 习老架 而 成 杨 无敌 ； 武禹襄 从 陈清萍 习小架 而 技至 神化 之境 ， 即 是 明证 。,昔日 人物一 人物二 习老架 成 杨 无敌  武禹襄 陈清萍 习小架 技至 神化 之境  明证,-1
TRAIN_SENT_ID_266060,张学思,张学良,一般而言 ， 以字定 辈分 者 ， 都 将 这些 辈分 字 置于 姓 之后 ， 如 张学良 、 张学思 、 张学铭 。,一般而言  以字定 辈分  辈分 字 置于 姓 之后  人物二  人物一  张学铭,-1
TRAIN_SENT_ID_284898,孙越,赵小林,孙越 ， 男 ， 已故 的 相声 名家 李文华 先生 的 外孙 ， 师从 赵小林 。,人物一  男  已故 相声 名家 李文华 先生 外孙  师从 人物二,-1
TRAIN_SENT_ID_281906,秦天,秦卫江,不息 的 激情 — — 采访 秦基伟 的 夫 从 唐贤 美 、 女儿 秦 晼 江 、 儿子 秦卫江 和 秦天,不息 激情   采访 秦基伟 夫 唐贤 美  女儿 秦 晼 江  儿子 人物二 人物一,-1
TRAIN_SENT_ID_281538,于佑福,高德明,高德明 — — 于佑福 、 冯大荃 、 张松青,人物二   人物一  冯大荃  张松青,-1
TRAIN_SENT_ID_261967,郭涛,郭月,郭涛 的 腿 在 医院 里 治疗 了 一个多月 ， 出院 时 ， 郭月 扶 着 哥哥 回家 。,人物一 腿 医院 里 治疗 一个多月  出院 时  人物二 扶 哥哥 回家,-1
